profile,dataset_position,sample_index,scan_index,slice_index,change_extent,original_accel_dims,sampling_mode,requested_r,effective_r,phase_encode_dim,input_samples,sampled_samples,center_samples,mask_seed,method,runtime_seconds,shared_prior_fit_seconds,amortized_runtime_seconds,stage1_iterations,stage2_iterations,psnr,ssim,nmse,change_cosine,change_gain,mi_prior_ref,mi_prior_recon,mi_prior_delta,laps_psnr,laps_ssim,laps_gain,magnitude_mae,magnitude_rmse,magnitude_nrmse,magnitude_error_max,relative_data_error
quick,173,173,1,67,1,1,1D,3.0,2.942857142857143,1,115,70,22,266207682,Registered prior,0.0,0.0,0.0,,,18.87126213321747,0.6418865634556187,0.3774717152118683,0.3346329678015404,0.12935469045959352,0.5313138030915336,3.941137734974931,3.4098239318833974,17.866256713867188,0.6079026460647583,0.9605391731255237,0.05694874470937845,0.1138765102379079,0.6143872487810469,2.697061777114868,1.3459765911102295
quick,173,173,1,67,1,1,1D,3.0,2.942857142857143,1,115,70,22,266207682,Zero-filled,0.0,0.0,0.0,,,23.52604392562217,0.7274467746553616,0.12924274802207947,0.8485315118297385,0.7961270805223121,0.5313138030915336,0.45826017581292766,-0.07305362727860598,21.21641731262207,0.6955143213272095,1.2365625094108217,0.03486020042353883,0.06663387363613898,0.359503485076972,2.697061777114868,0.3264090418815613
quick,173,173,1,67,1,1,1D,3.0,2.942857142857143,1,115,70,22,266207682,CG-SENSE,0.07115633809007704,0.0,0.07115633809007704,15.0,,21.89104076530554,0.6809580909625226,0.18832436203956604,0.8098597036690068,0.85720369244864,0.5313138030915336,0.33158511581283107,-0.19972868727870258,22.256948471069336,0.6856913566589355,1.0109843350711112,0.04455393816218318,0.08043502818902057,0.4339635590468565,2.697061777114868,0.2744554579257965
quick,173,173,1,67,1,1,1D,3.0,2.942857142857143,1,115,70,22,266207682,Ours: magnitude-phase residual,6.583890483947471,3.881036536069587,7.8775693293039994,100.0,200.0,21.915948945172573,0.6907089022630138,0.1872473657131195,0.8178214543650699,0.9237561004184015,0.5313138030915336,0.4342543787202574,-0.09705942437127624,20.603328704833984,0.6735315322875977,1.0847206065359711,0.04191389300686888,0.08020469828182704,0.432720881714218,2.697061777114868,0.34258338809013367
quick,173,173,1,67,1,1,1D,3.0,2.942857142857143,1,115,70,22,266207682,Current-only complex INR,3.7765303789637983,0.0,3.7765303789637983,,200.0,22.113757225441915,0.680197661579882,0.17891010642051697,0.8118384446681567,0.8575343850253635,0.5313138030915336,0.3261882171159365,-0.20512558597559716,22.198274612426758,0.6830988526344299,1.0259014842187462,0.043876293956904684,0.07839879638390554,0.4229776686818334,2.697061777114868,0.27661311626434326
quick,173,173,1,67,1,1,1D,3.0,2.942857142857143,1,115,70,22,266207682,LAPS-NeRP (released),4.114711531903595,0.0,4.114711531903595,25.0,25.0,19.974842242702252,0.6105633962259371,0.2927698791027069,0.7239197952766928,0.8604273012195415,0.5313138030915336,0.47918641412325996,-0.05212738896827368,19.389585494995117,0.6011936664581299,2.073123071264288,0.046405299637045046,0.10028942569509601,0.5410821266467822,2.697061777114868,0.5878426432609558
quick,173,173,1,67,1,1,1D,3.0,2.942857142857143,1,115,70,22,266207682,LAPS-NeRP (+scale output),4.114711531903595,0.0,4.114711531903595,25.0,25.0,21.864154710039827,0.6418548841970412,0.18949386477470398,0.7715422056882045,0.7325506345464685,0.5313138030915336,0.499639585675014,-0.03167421741651966,19.39763641357422,0.601425051689148,1.2891956771129471,0.03950695910107933,0.08068439022461861,0.43530891863577825,2.697061777114868,0.46550703048706055
quick,173,173,1,67,1,1,1D,6.0,5.722222222222222,1,115,36,16,1203347748,Registered prior,0.0,0.0,0.0,,,18.87126213321747,0.6418865634556187,0.3774717152118683,0.3346329678015404,0.12935469045959352,0.5313138030915336,3.941137734974931,3.4098239318833974,17.866256713867188,0.6079026460647583,0.9605391731255237,0.05694874470937845,0.1138765102379079,0.6143872487810469,2.697061777114868,1.360414981842041
quick,173,173,1,67,1,1,1D,6.0,5.722222222222222,1,115,36,16,1203347748,Zero-filled,0.0,0.0,0.0,,,21.464954592639938,0.6544309286558372,0.20773762464523315,0.7542943988280751,0.7192428942134997,0.5313138030915336,0.39452298828762866,-0.13679081480390498,19.109203338623047,0.6210473775863647,1.2239309480987897,0.043444930693830104,0.0844791482936967,0.45578242072132474,2.697061777114868,0.2724323868751526
quick,173,173,1,67,1,1,1D,6.0,5.722222222222222,1,115,36,16,1203347748,CG-SENSE,0.042092409916222095,0.0,0.042092409916222095,15.0,,20.649432241755093,0.6168115265393643,0.2506498396396637,0.7477185397009407,0.7683426944008632,0.5313138030915336,0.28367452466121734,-0.2476392784303163,19.796552658081055,0.6075179576873779,1.01787885870598,0.05169875141226183,0.09279522832608286,0.5006493868855191,2.697061777114868,0.21759818494319916
